unq_id,trial_id,arm_id,id,id_source,variable,category_level,unit,measure_type,first_format,second_format,first,second,notes,renal_calc_type,unq_row_number_first_set,unq_row_number_second_set,arm_n,special_pop
blchar17330,ChiCTR2000037951,updac0083,tt_2022_2520,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,7,58.3,NA,NA,NA,3184,2,not
blchar17331,ChiCTR2000037951,updac0084,tt_2022_2521,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,8,61.5,NA,NA,NA,3185,2,not
blchar15128,ChiCTR2100054678,updac0104,tt_2022_290,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,62,NA,NA,NA,NA,982,2,special
blchar15129,ChiCTR2100054678,updac0103,tt_2022_291,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,62,NA,NA,NA,NA,983,2,special
blchar17332,ChiCTR2100054678,updac0103,tt_2022_2522,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,40,64.5,NA,NA,NA,3186,2,special
blchar17333,ChiCTR2100054678,updac0104,tt_2022_2523,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,37,59.7,NA,NA,NA,3187,2,special
blchar14486,EudraCT 2017-000240-17,updac0236,ub0043,manual_extraction_second_set,n,NA,NA,categorical,count,none,9,73,NA,NA,NA,321,2,not
blchar14487,EudraCT 2017-000240-17,updac0237,ub0028,manual_extraction_second_set,n,NA,NA,categorical,count,none,10,73,NA,NA,NA,322,2,not
blchar14687,EudraCT 2017-000240-17,updac0236,ub0045,manual_extraction_second_set,male,male,NA,categorical,NA,percentage,NA,44,NA,NA,NA,538,2,not
blchar14688,EudraCT 2017-000240-17,updac0237,ub0030,manual_extraction_second_set,male,male,NA,categorical,NA,percentage,NA,80,NA,NA,NA,539,2,not
blchar15138,IRCT20090905002417N23,updac0127,tt_2022_302,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,62,NA,NA,NA,NA,992,2,special
blchar15139,IRCT20090905002417N23,updac0128,tt_2022_303,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,59,NA,NA,NA,NA,993,2,special
blchar17341,IRCT20090905002417N23,updac0127,tt_2022_2531,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,NA,58.8,NA,NA,NA,3195,2,special
blchar17342,IRCT20090905002417N23,updac0128,tt_2022_2532,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,NA,47.7,NA,NA,NA,3196,2,special
blchar14488,IRCT201306100,updac0242,ub0058,manual_extraction_second_set,n,NA,NA,categorical,count,none,45,NA,NA,NA,NA,323,2,not
blchar14489,IRCT201306100,updac0243,ub0066,manual_extraction_second_set,n,NA,NA,categorical,count,none,40,NA,NA,NA,NA,324,2,not
blchar14592,IRCT201306100,updac0242,ub0059,manual_extraction_second_set,male,male,NA,categorical,count,percentage,20,44.4,NA,NA,NA,427,2,not
blchar14593,IRCT201306100,updac0243,ub0067,manual_extraction_second_set,male,male,NA,categorical,count,percentage,17,42.5,NA,NA,NA,428,2,not
blchar15140,IRCT20190122042450N3,updac0131,tt_2022_304,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,37,NA,NA,NA,NA,994,3,special
blchar15141,IRCT20190122042450N3,updac0129,tt_2022_305,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,35,NA,NA,NA,NA,995,3,special
blchar15142,IRCT20190122042450N3,updac0130,tt_2022_306,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,34,NA,NA,NA,NA,996,3,special
blchar17343,IRCT20190122042450N3,updac0131,tt_2022_2533,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,14,37.8,NA,NA,NA,3197,3,special
blchar17344,IRCT20190122042450N3,updac0129,tt_2022_2534,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,15,42.9,NA,NA,NA,3198,3,special
blchar17345,IRCT20190122042450N3,updac0130,tt_2022_2535,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,17,50,NA,NA,NA,3199,3,special
blchar17805,IRCT20190412043247N2,updac0132,pmtt9266,table_tidier_extraction_second_set,n,NA,NA,categorical,count,percentage,47,NA,NA,NA,NA,3660,2,special
blchar17806,IRCT20190412043247N2,updac0133,pmtt9267,table_tidier_extraction_second_set,n,NA,NA,categorical,count,percentage,48,NA,NA,NA,NA,3661,2,special
blchar17791,IRCT20190412043247N2,updac0133,pmtt9271,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,16,33.3,NA,NA,NA,3646,2,special
blchar17792,IRCT20190412043247N2,updac0132,pmtt9270,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,23,48.9,NA,NA,NA,3647,2,special
blchar15143,IRCT20200722048176N1,updac0134,tt_2022_307,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,30,NA,NA,NA,NA,997,2,not
blchar15144,IRCT20200722048176N1,updac0135,tt_2022_308,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,30,NA,NA,NA,NA,998,2,not
blchar17346,IRCT20200722048176N1,updac0134,tt_2022_2536,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,9,30,NA,NA,NA,3200,2,not
blchar17347,IRCT20200722048176N1,updac0135,tt_2022_2537,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,9,30,NA,NA,NA,3201,2,not
blchar14490,IRCT20201028049174N1,updac0136,ub0082,manual_extraction_second_set,n,NA,NA,categorical,count,none,43,NA,NA,NA,NA,325,2,not
blchar14491,IRCT20201028049174N1,updac0137,ub0095,manual_extraction_second_set,n,NA,NA,categorical,count,none,41,NA,NA,NA,NA,326,2,not
blchar17927,IRCT20201028049174N1,updac0136,ub0083,manual_extraction_second_set,male,male,NA,categorical,count,percentage,20,46.51,NA,NA,NA,429,2,not
blchar17928,IRCT20201028049174N1,updac0137,ub0096,manual_extraction_second_set,male,male,NA,categorical,count,percentage,18,43.9,NA,NA,NA,430,2,not
blchar15145,IRSCTN 2013L01573,updac0226,tt_2022_309,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,18,NA,NA,NA,NA,999,1,not
blchar15146,IRSCTN 2013L01573,updac0224,tt_2022_310,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,19,NA,NA,NA,NA,1000,2,not
blchar15147,IRSCTN 2013L01573,updac0225,tt_2022_311,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,19,NA,NA,NA,NA,1001,3,not
blchar17348,IRSCTN 2013L01573,updac0225,tt_2022_2538,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,9,47.4,NA,NA,NA,3202,3,not
blchar17349,IRSCTN 2013L01573,updac0226,tt_2022_2539,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,9,50,NA,NA,NA,3203,3,not
blchar17350,IRSCTN 2013L01573,updac0224,tt_2022_2540,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,10,52.6,NA,NA,NA,3204,3,not
blchar00488,JapicCTI-101351,ac0026,n0666,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,63,NA,NA,NA,663,NA,1,not
blchar00489,JapicCTI-101351,ac0027,n0667,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,127,NA,NA,NA,664,NA,2,not
blchar02578,JapicCTI-101351,ac0026,sex0887,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,66.7,NA,NA,3521,NA,2,not
blchar02579,JapicCTI-101351,ac0027,sex0888,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,66.1,NA,NA,3522,NA,2,not
blchar12907,JapicCTI-101352,ac0028,blc0085,manual_extraction_first_set,n,NA,NA,categorical,count,none,172,NA,NA,NA,NA,NA,1,not
blchar12914,JapicCTI-101352,ac0029,blc0092,manual_extraction_first_set,n,NA,NA,categorical,count,none,413,NA,NA,NA,NA,NA,2,not
blchar12909,JapicCTI-101352,ac0028,blc0087,manual_extraction_first_set,male,male,NA,categorical,count,percentage,113,65.7,NA,NA,NA,NA,2,not
blchar12916,JapicCTI-101352,ac0029,blc0094,manual_extraction_first_set,male,male,NA,categorical,count,percentage,273,66.1,NA,NA,NA,NA,2,not
blchar15148,JapicCTI-111507,updac0139,tt_2022_312,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,71,NA,NA,NA,NA,1002,1,not
blchar15149,JapicCTI-111507,updac0138,tt_2022_313,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,150,NA,NA,NA,NA,1003,2,not
blchar17351,JapicCTI-111507,updac0138,tt_2022_2541,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,112,74.7,NA,NA,NA,3205,2,not
blchar17352,JapicCTI-111507,updac0139,tt_2022_2542,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,48,67.6,NA,NA,NA,3206,2,not
blchar00974,JapicCTI-111543,ac0031,n1294,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,50,NA,NA,NA,1288,NA,1,special
blchar00975,JapicCTI-111543,ac0030,n1295,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,95,NA,NA,NA,1289,NA,2,special
blchar02967,JapicCTI-111543,ac0030,sex1790,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,75.8,NA,NA,3976,NA,2,special
blchar02968,JapicCTI-111543,ac0031,sex1791,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,78,NA,NA,3977,NA,2,special
blchar01020,JapicCTI-111661,ac0033,n1353,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,79,NA,NA,NA,1347,NA,1,not
blchar01021,JapicCTI-111661,ac0032,n1354,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,79,NA,NA,NA,1348,NA,2,not
blchar02986,JapicCTI-111661,ac0032,sex1867,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,75.9,NA,NA,3995,NA,2,not
blchar02987,JapicCTI-111661,ac0033,sex1869,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,70.9,NA,NA,3996,NA,2,not
blchar00507,JapicCTI-132348,ac0035,n0691,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,113,NA,NA,NA,686,NA,1,not
blchar00508,JapicCTI-132348,ac0034,n0692,table_tidier_or_manual_extraction_first_set,n,NA,NA,count,count,none,115,NA,NA,NA,687,NA,2,not
blchar02593,JapicCTI-132348,ac0034,sex0927,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,60.9,NA,NA,3537,NA,2,not
blchar02594,JapicCTI-132348,ac0035,sex0929,table_tidier_or_manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,61.1,NA,NA,3538,NA,2,not
blchar15154,KCT0005169,updac0221,tt_2022_318,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,48,NA,NA,NA,NA,1008,2,not
blchar15155,KCT0005169,updac0220,tt_2022_319,table_tidier_extraction_second_set,n,NA,NA,categorical,count,none,51,NA,NA,NA,NA,1009,2,not
blchar17357,KCT0005169,updac0221,tt_2022_2547,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,28,58.3,NA,NA,NA,3211,2,not
blchar17358,KCT0005169,updac0220,tt_2022_2548,table_tidier_extraction_second_set,male,male,NA,categorical,count,percentage,36,70.6,NA,NA,NA,3212,2,not
blchar13121,NCT00035984,ab0001,blb0983,manual_extraction_first_set,n,NA,NA,count,count,none,241,NA,NA,NA,NA,NA,1,not
blchar13122,NCT00035984,ab0001,blb0986,manual_extraction_first_set,race,white,NA,categorical,NA,percentage,NA,66.4,NA,NA,NA,NA,1,not
blchar13123,NCT00035984,ab0001,blb0987,manual_extraction_first_set,race,black,NA,categorical,NA,percentage,NA,11.6,NA,NA,NA,NA,1,not
blchar13124,NCT00035984,ab0001,blb0988,manual_extraction_first_set,race,asian,NA,categorical,NA,percentage,NA,2.9,NA,NA,NA,NA,1,not
blchar13125,NCT00035984,ab0001,blb0989,manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,NA,percentage,NA,0.8,NA,NA,NA,NA,1,not
blchar13126,NCT00035984,ab0001,blb0990,manual_extraction_first_set,race,hispanic or latino,NA,categorical,NA,percentage,NA,16.6,NA,NA,NA,NA,1,not
blchar13127,NCT00035984,ab0001,blb0991,manual_extraction_first_set,race,other,NA,categorical,NA,percentage,NA,1.7,NA,NA,NA,NA,1,not
blchar13128,NCT00035984,ab0001,race3791,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0.8,NA,NA,NA,NA,1,not
blchar13134,NCT00035984,ab0002,blb0969,manual_extraction_first_set,n,NA,NA,count,count,none,245,NA,NA,NA,NA,NA,2,not
blchar13135,NCT00035984,ab0002,blb0972,manual_extraction_first_set,race,white,NA,categorical,NA,percentage,NA,69,NA,NA,NA,NA,2,not
blchar13136,NCT00035984,ab0002,blb0973,manual_extraction_first_set,race,black,NA,categorical,NA,percentage,NA,10.2,NA,NA,NA,NA,2,not
blchar13137,NCT00035984,ab0002,blb0974,manual_extraction_first_set,race,asian,NA,categorical,NA,percentage,NA,2.9,NA,NA,NA,NA,2,not
blchar13138,NCT00035984,ab0002,blb0975,manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,NA,percentage,NA,0,NA,NA,NA,NA,2,not
blchar13139,NCT00035984,ab0002,blb0976,manual_extraction_first_set,race,hispanic or latino,NA,categorical,NA,percentage,NA,15.9,NA,NA,NA,NA,2,not
blchar13140,NCT00035984,ab0002,blb0977,manual_extraction_first_set,race,other,NA,categorical,NA,percentage,NA,2,NA,NA,NA,NA,2,not
blchar13141,NCT00035984,ab0002,race3792,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0,NA,NA,NA,NA,2,not
blchar13147,NCT00035984,ab0003,blb0955,manual_extraction_first_set,n,NA,NA,count,count,none,247,NA,NA,NA,NA,NA,3,not
blchar13148,NCT00035984,ab0003,blb0958,manual_extraction_first_set,race,white,NA,categorical,NA,percentage,NA,68.4,NA,NA,NA,NA,3,not
blchar13149,NCT00035984,ab0003,blb0959,manual_extraction_first_set,race,black,NA,categorical,NA,percentage,NA,12.1,NA,NA,NA,NA,3,not
blchar13150,NCT00035984,ab0003,blb0960,manual_extraction_first_set,race,asian,NA,categorical,NA,percentage,NA,1.6,NA,NA,NA,NA,3,not
blchar13151,NCT00035984,ab0003,blb0961,manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,NA,percentage,NA,0.4,NA,NA,NA,NA,3,not
blchar13152,NCT00035984,ab0003,blb0962,manual_extraction_first_set,race,hispanic or latino,NA,categorical,NA,percentage,NA,15.8,NA,NA,NA,NA,3,not
blchar13153,NCT00035984,ab0003,blb0963,manual_extraction_first_set,race,other,NA,categorical,NA,percentage,NA,1.6,NA,NA,NA,NA,3,not
blchar13154,NCT00035984,ab0003,race3793,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0.4,NA,NA,NA,NA,3,not
blchar13120,NCT00035984,ab0001,blb0984,manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,59.3,NA,NA,NA,NA,3,not
blchar13133,NCT00035984,ab0002,blb0970,manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,59.2,NA,NA,NA,NA,3,not
blchar13146,NCT00035984,ab0003,blb0956,manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,55.9,NA,NA,NA,NA,3,not
blchar13160,NCT00039013,ab0005,blb1021,manual_extraction_first_set,n,NA,NA,count,count,none,113,NA,NA,NA,NA,NA,1,not
blchar13161,NCT00039013,ab0005,blb1024,manual_extraction_first_set,race,white,NA,categorical,count,percentage,90,79.6,NA,NA,NA,NA,1,not
blchar13162,NCT00039013,ab0005,blb1025,manual_extraction_first_set,race,black,NA,categorical,count,percentage,10,8.8,NA,NA,NA,NA,1,not
blchar13163,NCT00039013,ab0005,blb1026,manual_extraction_first_set,race,hispanic or latino,NA,categorical,count,percentage,9,8,NA,NA,NA,NA,1,not
blchar13164,NCT00039013,ab0005,blb1027,manual_extraction_first_set,race,other,NA,categorical,count,percentage,4,3.5,NA,NA,NA,NA,1,not
blchar13170,NCT00039013,ab0006,blb1009,manual_extraction_first_set,n,NA,NA,count,count,none,110,NA,NA,NA,NA,NA,2,not
blchar13171,NCT00039013,ab0006,blb1012,manual_extraction_first_set,race,white,NA,categorical,count,percentage,85,77.3,NA,NA,NA,NA,2,not
blchar13172,NCT00039013,ab0006,blb1013,manual_extraction_first_set,race,black,NA,categorical,count,percentage,12,10.9,NA,NA,NA,NA,2,not
blchar13173,NCT00039013,ab0006,blb1014,manual_extraction_first_set,race,hispanic or latino,NA,categorical,count,percentage,8,7.3,NA,NA,NA,NA,2,not
blchar13174,NCT00039013,ab0006,blb1015,manual_extraction_first_set,race,other,NA,categorical,count,percentage,5,4.6,NA,NA,NA,NA,2,not
blchar13180,NCT00039013,ab0007,blb0997,manual_extraction_first_set,n,NA,NA,count,count,none,113,NA,NA,NA,NA,NA,3,not
blchar13181,NCT00039013,ab0007,blb1000,manual_extraction_first_set,race,white,NA,categorical,count,percentage,82,72.6,NA,NA,NA,NA,3,not
blchar13182,NCT00039013,ab0007,blb1001,manual_extraction_first_set,race,black,NA,categorical,count,percentage,15,13.3,NA,NA,NA,NA,3,not
blchar13183,NCT00039013,ab0007,blb1002,manual_extraction_first_set,race,hispanic or latino,NA,categorical,count,percentage,12,10.6,NA,NA,NA,NA,3,not
blchar13184,NCT00039013,ab0007,blb1003,manual_extraction_first_set,race,other,NA,categorical,count,percentage,4,3.5,NA,NA,NA,NA,3,not
blchar13159,NCT00039013,ab0005,blb1022,manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,60.2,NA,NA,NA,NA,3,not
blchar13169,NCT00039013,ab0006,blb1010,manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,51.8,NA,NA,NA,NA,3,not
blchar13179,NCT00039013,ab0007,blb0998,manual_extraction_first_set,male,male,NA,categorical,NA,percentage,NA,59.3,NA,NA,NA,NA,3,not
blchar13190,NCT00039026,ab0009,blb1061,manual_extraction_first_set,n,NA,NA,count,count,none,129,NA,NA,NA,NA,NA,1,not
blchar13191,NCT00039026,ab0009,blb1064,manual_extraction_first_set,race,white,NA,categorical,count,percentage,77,59.7,NA,NA,NA,NA,1,not
blchar13192,NCT00039026,ab0009,blb1065,manual_extraction_first_set,race,black,NA,categorical,count,percentage,21,16.3,NA,NA,NA,NA,1,not
blchar13193,NCT00039026,ab0009,blb1066,manual_extraction_first_set,race,asian,NA,categorical,count,percentage,2,1.6,NA,NA,NA,NA,1,not
blchar13194,NCT00039026,ab0009,blb1067,manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,0,0,NA,NA,NA,NA,1,not
blchar13195,NCT00039026,ab0009,blb1068,manual_extraction_first_set,race,hispanic or latino,NA,categorical,count,percentage,28,21.7,NA,NA,NA,NA,1,not
blchar13196,NCT00039026,ab0009,blb1069,manual_extraction_first_set,race,other,NA,categorical,count,percentage,1,0.8,NA,NA,NA,NA,1,not
blchar13197,NCT00039026,ab0009,race3794,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0,NA,NA,NA,NA,1,not
blchar13203,NCT00039026,ab0010,blb1047,manual_extraction_first_set,n,NA,NA,count,count,none,125,NA,NA,NA,NA,NA,2,not
blchar13204,NCT00039026,ab0010,blb1050,manual_extraction_first_set,race,white,NA,categorical,count,percentage,77,61.6,NA,NA,NA,NA,2,not
blchar13205,NCT00039026,ab0010,blb1051,manual_extraction_first_set,race,black,NA,categorical,count,percentage,21,16.8,NA,NA,NA,NA,2,not
blchar13206,NCT00039026,ab0010,blb1052,manual_extraction_first_set,race,asian,NA,categorical,count,percentage,2,1.6,NA,NA,NA,NA,2,not
blchar13207,NCT00039026,ab0010,blb1053,manual_extraction_first_set,race,alaskan/americanindian,NA,categorical,count,percentage,1,0.8,NA,NA,NA,NA,2,not
blchar13208,NCT00039026,ab0010,blb1054,manual_extraction_first_set,race,hispanic or latino,NA,categorical,count,percentage,23,18.4,NA,NA,NA,NA,2,not
blchar13209,NCT00039026,ab0010,blb1055,manual_extraction_first_set,race,other,NA,categorical,count,percentage,1,0.8,NA,NA,NA,NA,2,not
blchar13210,NCT00039026,ab0010,race3795,table_tidier_or_manual_extraction_first_set,race,indeginous_collapsed,NA,categorical,NA,percentage,NA,0.8,NA,NA,NA,NA,2,not
blchar13216,NCT00039026,ab0011,blb1033,manual_extraction_first_set,n,NA,NA,count,count,none,123,NA,NA,NA,NA,NA,3,not
blchar13217,NCT00039026,ab0011,blb1036,manual_extraction_first_set,race,white,NA,categorical,count,percentage,82,66.7,NA,NA,NA,NA,3,not
blchar13218,NCT00039026,ab0011,blb1037,manual_extraction_first_set,race,black,NA,categorical,count,percentage,12,9.8,NA,NA,NA,NA,3,not
