nct_id,nct_id2,models,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
NCT00856284,NCT00856284,f8,2.550e-01,2.518e-01,7.963e-01,8.114e+01,9.106e-158,11,-3.115e+03,6.256e+03,6.332e+03,1.654e+03,2608,2620
NCT01289119,NCT01289119,f8,4.480e-01,4.400e-01,6.825e-01,5.611e+01,1.349e-58,7,-5.062e+02,1.030e+03,1.068e+03,2.255e+02,484,492
NCT00968708,NCT00968708,f8,2.191e-01,2.180e-01,1.389e+00,2.113e+02,1.646e-277,7,-9.228e+03,1.847e+04,1.853e+04,1.018e+04,5274,5282
NCT00286429,NCT00286429,f8,5.577e-01,5.446e-01,8.658e-01,4.241e+01,6.847e-59,11,-4.809e+02,9.878e+02,1.039e+03,2.774e+02,370,382
NCT01023581,NCT01023581,f8,3.498e-01,3.260e-01,8.832e-01,1.467e+01,2.866e-52,27,-9.749e+02,2.008e+03,2.142e+03,5.741e+02,736,764
NCT01890122,NCT01890122,f8,3.484e-01,3.327e-01,9.734e-01,2.231e+01,6.439e-49,15,-8.856e+02,1.805e+03,1.881e+03,5.932e+02,626,642
NCT00286442,NCT00286442,f8,4.345e-01,4.221e-01,7.580e-01,3.520e+01,1.275e-55,11,-5.832e+02,1.192e+03,1.248e+03,2.896e+02,504,516
NCT00306384,NCT00306384,f8,1.506e-01,1.484e-01,1.192e+00,6.818e+01,7.014e-91,7,-4.301e+03,8.621e+03,8.674e+03,3.825e+03,2692,2700
NCT00286455,NCT00286455,f8,4.591e-01,4.399e-01,7.459e-01,2.392e+01,1.997e-35,11,-3.564e+02,7.388e+02,7.879e+02,1.725e+02,310,322
NCT00286468,NCT00286468,f8,4.474e-01,4.348e-01,7.989e-01,3.562e+01,1.376e-55,11,-5.864e+02,1.199e+03,1.253e+03,3.089e+02,484,496
NCT00286494,NCT00286494,f8,4.113e-01,3.976e-01,7.844e-01,3.010e+01,5.465e-48,11,-5.655e+02,1.157e+03,1.211e+03,2.916e+02,474,486
NCT01778049,NCT01778049_b,f8,3.797e-01,3.619e-01,7.231e-01,2.142e+01,1.876e-22,7,-2.729e+02,5.638e+02,5.956e+02,1.281e+02,245,253
NCT01778049,NCT01778049_a,f8,4.365e-01,4.182e-01,6.919e-01,2.390e+01,6.172e-24,7,-2.313e+02,4.805e+02,5.112e+02,1.034e+02,216,224
NCT02489968,NCT02489968,f8,5.633e-01,5.481e-01,5.352e-01,3.707e+01,6.099e-68,15,-3.467e+02,7.273e+02,7.971e+02,1.234e+02,431,447
NCT01734785,NCT01734785,f8,3.191e-01,2.954e-01,8.976e-01,1.342e+01,5.070e-21,11,-4.225e+02,8.711e+02,9.204e+02,2.538e+02,315,327
NCT01719003,NCT01719003,f8,3.226e-01,3.065e-01,9.825e-01,2.006e+01,6.648e-89,31,-1.859e+03,3.783e+03,3.955e+03,1.261e+03,1306,1338
NCT01075282,NCT01075282,f8,4.667e-01,4.593e-01,7.631e-01,6.294e+01,3.214e-100,11,-9.163e+02,1.859e+03,1.920e+03,4.607e+02,791,803
NCT01191268,NCT01191268,f8,1.163e-01,1.047e-01,9.701e-01,1.006e+01,2.290e-17,11,-1.178e+03,2.383e+03,2.445e+03,7.915e+02,841,853
NCT01621178,NCT01621178,f8,1.446e-01,1.269e-01,9.087e-01,8.190e+00,2.554e-13,11,-7.151e+02,1.456e+03,1.512e+03,4.401e+02,533,545
