trials,nct_id,models,term,estimate,std.error,outcome,nct_id2,outcome_method
54,NCT00286455,b1,sex:age10,-0.134,0.193,hba1c,NCT00286455,baseline
54,NCT00286455,b1,sex:arm_f_2_uaa10061,0.017,1.24,hba1c,NCT00286455,baseline
54,NCT00286455,b1,sex:arm_f_2_uaa10062,-1.171,1.311,hba1c,NCT00286455,baseline
54,NCT00286455,b1,age10:arm_f_2_uaa10061,-0.005,0.163,hba1c,NCT00286455,baseline
54,NCT00286455,b1,age10:arm_f_2_uaa10062,-0.129,0.164,hba1c,NCT00286455,baseline
54,NCT00286455,b1,sex:age10:arm_f_2_uaa10061,0.037,0.229,hba1c,NCT00286455,baseline
54,NCT00286455,b1,sex:age10:arm_f_2_uaa10062,0.253,0.24,hba1c,NCT00286455,baseline
54,NCT00286468,b1,(Intercept),8.03,0.749,hba1c,NCT00286468,baseline
54,NCT00286468,b1,sex,0.296,1.012,hba1c,NCT00286468,baseline
54,NCT00286468,b1,age10,0.044,0.131,hba1c,NCT00286468,baseline
54,NCT00286468,b1,arm_f_2_uaa10065,0.369,0.874,hba1c,NCT00286468,baseline
54,NCT00286468,b1,arm_f_2_uaa10066,0.051,0.862,hba1c,NCT00286468,baseline
54,NCT00286468,b1,sex:age10,-0.09,0.175,hba1c,NCT00286468,baseline
54,NCT00286468,b1,sex:arm_f_2_uaa10065,-0.172,1.193,hba1c,NCT00286468,baseline
54,NCT00286468,b1,sex:arm_f_2_uaa10066,-0.516,1.181,hba1c,NCT00286468,baseline
54,NCT00286468,b1,age10:arm_f_2_uaa10065,-0.084,0.152,hba1c,NCT00286468,baseline
54,NCT00286468,b1,age10:arm_f_2_uaa10066,-0.035,0.151,hba1c,NCT00286468,baseline
54,NCT00286468,b1,sex:age10:arm_f_2_uaa10065,0.032,0.206,hba1c,NCT00286468,baseline
54,NCT00286468,b1,sex:age10:arm_f_2_uaa10066,0.114,0.204,hba1c,NCT00286468,baseline
54,NCT00286494,b1,(Intercept),7.878,0.784,hba1c,NCT00286494,baseline
54,NCT00286494,b1,sex,0.199,0.978,hba1c,NCT00286494,baseline
54,NCT00286494,b1,age10,0.052,0.138,hba1c,NCT00286494,baseline
54,NCT00286494,b1,arm_f_2_uaa10069,0.486,0.935,hba1c,NCT00286494,baseline
54,NCT00286494,b1,arm_f_2_uaa10070,1.027,0.981,hba1c,NCT00286494,baseline
54,NCT00286494,b1,sex:age10,-0.099,0.172,hba1c,NCT00286494,baseline
54,NCT00286494,b1,sex:arm_f_2_uaa10069,0.329,1.225,hba1c,NCT00286494,baseline
54,NCT00286494,b1,sex:arm_f_2_uaa10070,-0.721,1.215,hba1c,NCT00286494,baseline
54,NCT00286494,b1,age10:arm_f_2_uaa10069,-0.104,0.165,hba1c,NCT00286494,baseline
54,NCT00286494,b1,age10:arm_f_2_uaa10070,-0.195,0.172,hba1c,NCT00286494,baseline
54,NCT00286494,b1,sex:age10:arm_f_2_uaa10069,0.01,0.216,hba1c,NCT00286494,baseline
54,NCT00286494,b1,sex:age10:arm_f_2_uaa10070,0.166,0.213,hba1c,NCT00286494,baseline
54,NCT01778049,b1,(Intercept),7.449,0.723,hba1c,NCT01778049_b,baseline
54,NCT01778049,b1,sex,-0.737,0.944,hba1c,NCT01778049_b,baseline
54,NCT01778049,b1,age10,0.147,0.128,hba1c,NCT01778049_b,baseline
54,NCT01778049,b1,arm_f_2_ipd00003,0.858,0.986,hba1c,NCT01778049_b,baseline
54,NCT01778049,b1,sex:age10,0.04,0.165,hba1c,NCT01778049_b,baseline
54,NCT01778049,b1,sex:arm_f_2_ipd00003,2.258,1.346,hba1c,NCT01778049_b,baseline
54,NCT01778049,b1,age10:arm_f_2_ipd00003,-0.198,0.172,hba1c,NCT01778049_b,baseline
54,NCT01778049,b1,sex:age10:arm_f_2_ipd00003,-0.312,0.235,hba1c,NCT01778049_b,baseline
54,NCT01778049,b1,(Intercept),6.825,0.627,hba1c,NCT01778049_a,baseline
54,NCT01778049,b1,sex,1.661,0.831,hba1c,NCT01778049_a,baseline
54,NCT01778049,b1,age10,0.199,0.11,hba1c,NCT01778049_a,baseline
54,NCT01778049,b1,arm_f_2_ipd00001,1.088,0.86,hba1c,NCT01778049_a,baseline
54,NCT01778049,b1,sex:age10,-0.312,0.146,hba1c,NCT01778049_a,baseline
54,NCT01778049,b1,sex:arm_f_2_ipd00001,-1.792,1.227,hba1c,NCT01778049_a,baseline
54,NCT01778049,b1,age10:arm_f_2_ipd00001,-0.18,0.15,hba1c,NCT01778049_a,baseline
54,NCT01778049,b1,sex:age10:arm_f_2_ipd00001,0.267,0.215,hba1c,NCT01778049_a,baseline
54,NCT02489968,b1,(Intercept),8.746,0.664,hba1c,NCT02489968,baseline
54,NCT02489968,b1,sex,0.435,0.776,hba1c,NCT02489968,baseline
54,NCT02489968,b1,age10,-0.051,0.119,hba1c,NCT02489968,baseline
54,NCT02489968,b1,arm_f_2_uaa11146,0.577,0.978,hba1c,NCT02489968,baseline
54,NCT02489968,b1,arm_f_2_uaa11147,-0.721,1.097,hba1c,NCT02489968,baseline
54,NCT02489968,b1,arm_f_2_uaa11148,-1.141,0.909,hba1c,NCT02489968,baseline
54,NCT02489968,b1,sex:age10,-0.089,0.138,hba1c,NCT02489968,baseline
54,NCT02489968,b1,sex:arm_f_2_uaa11146,-2.439,1.142,hba1c,NCT02489968,baseline
54,NCT02489968,b1,sex:arm_f_2_uaa11147,0.179,1.242,hba1c,NCT02489968,baseline
54,NCT02489968,b1,sex:arm_f_2_uaa11148,0.97,1.058,hba1c,NCT02489968,baseline
54,NCT02489968,b1,age10:arm_f_2_uaa11146,-0.109,0.168,hba1c,NCT02489968,baseline
54,NCT02489968,b1,age10:arm_f_2_uaa11147,0.07,0.192,hba1c,NCT02489968,baseline
54,NCT02489968,b1,age10:arm_f_2_uaa11148,0.186,0.161,hba1c,NCT02489968,baseline
54,NCT02489968,b1,sex:age10:arm_f_2_uaa11146,0.404,0.196,hba1c,NCT02489968,baseline
54,NCT02489968,b1,sex:age10:arm_f_2_uaa11147,0.027,0.217,hba1c,NCT02489968,baseline
54,NCT02489968,b1,sex:age10:arm_f_2_uaa11148,-0.18,0.187,hba1c,NCT02489968,baseline
54,NCT01734785,b1,(Intercept),8.017,0.721,hba1c,NCT01734785,baseline
54,NCT01734785,b1,sex,1.222,0.948,hba1c,NCT01734785,baseline
54,NCT01734785,b1,age10,-0.034,0.128,hba1c,NCT01734785,baseline
54,NCT01734785,b1,arm_f_2_uaa10904,0.997,0.979,hba1c,NCT01734785,baseline
54,NCT01734785,b1,arm_f_2_uaa10905,1.539,0.977,hba1c,NCT01734785,baseline
54,NCT01734785,b1,sex:age10,-0.16,0.168,hba1c,NCT01734785,baseline
54,NCT01734785,b1,sex:arm_f_2_uaa10904,-1.835,1.321,hba1c,NCT01734785,baseline
54,NCT01734785,b1,sex:arm_f_2_uaa10905,-2.236,1.308,hba1c,NCT01734785,baseline
54,NCT01734785,b1,age10:arm_f_2_uaa10904,-0.133,0.177,hba1c,NCT01734785,baseline
54,NCT01734785,b1,age10:arm_f_2_uaa10905,-0.244,0.174,hba1c,NCT01734785,baseline
54,NCT01734785,b1,sex:age10:arm_f_2_uaa10904,0.238,0.237,hba1c,NCT01734785,baseline
54,NCT01734785,b1,sex:age10:arm_f_2_uaa10905,0.331,0.232,hba1c,NCT01734785,baseline
54,NCT01719003,b1,(Intercept),9.398,0.714,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex,-0.709,0.942,hba1c,NCT01719003,baseline
54,NCT01719003,b1,age10,-0.122,0.134,hba1c,NCT01719003,baseline
54,NCT01719003,b1,arm_f_2_uaa10882,-0.868,1.023,hba1c,NCT01719003,baseline
54,NCT01719003,b1,arm_f_2_uaa10883,1.323,0.943,hba1c,NCT01719003,baseline
54,NCT01719003,b1,arm_f_2_uaa10884,-0.175,0.97,hba1c,NCT01719003,baseline
54,NCT01719003,b1,arm_f_2_uaa10885,1.164,1.018,hba1c,NCT01719003,baseline
54,NCT01719003,b1,arm_f_2_uaa10886,0.259,0.974,hba1c,NCT01719003,baseline
54,NCT01719003,b1,arm_f_2_uaa10887,1.089,0.964,hba1c,NCT01719003,baseline
54,NCT01719003,b1,arm_f_2_uaa10888,-0.432,0.933,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:age10,0.109,0.174,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:arm_f_2_uaa10882,1.953,1.34,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:arm_f_2_uaa10883,-0.66,1.336,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:arm_f_2_uaa10884,1.254,1.335,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:arm_f_2_uaa10885,0.733,1.323,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:arm_f_2_uaa10886,0.747,1.29,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:arm_f_2_uaa10887,-0.799,1.276,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:arm_f_2_uaa10888,0.797,1.309,hba1c,NCT01719003,baseline
54,NCT01719003,b1,age10:arm_f_2_uaa10882,0.165,0.191,hba1c,NCT01719003,baseline
54,NCT01719003,b1,age10:arm_f_2_uaa10883,-0.212,0.178,hba1c,NCT01719003,baseline
54,NCT01719003,b1,age10:arm_f_2_uaa10884,-0.006,0.182,hba1c,NCT01719003,baseline
54,NCT01719003,b1,age10:arm_f_2_uaa10885,-0.183,0.192,hba1c,NCT01719003,baseline
54,NCT01719003,b1,age10:arm_f_2_uaa10886,-0.048,0.181,hba1c,NCT01719003,baseline
54,NCT01719003,b1,age10:arm_f_2_uaa10887,-0.21,0.18,hba1c,NCT01719003,baseline
54,NCT01719003,b1,age10:arm_f_2_uaa10888,0.075,0.178,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:age10:arm_f_2_uaa10882,-0.388,0.247,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:age10:arm_f_2_uaa10883,0.109,0.246,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:age10:arm_f_2_uaa10884,-0.171,0.245,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:age10:arm_f_2_uaa10885,-0.168,0.249,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:age10:arm_f_2_uaa10886,-0.164,0.239,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:age10:arm_f_2_uaa10887,0.145,0.236,hba1c,NCT01719003,baseline
54,NCT01719003,b1,sex:age10:arm_f_2_uaa10888,-0.175,0.244,hba1c,NCT01719003,baseline
54,NCT01075282,b1,(Intercept),8.125,0.48,hba1c,NCT01075282,baseline
54,NCT01075282,b1,sex,0.088,0.7,hba1c,NCT01075282,baseline
54,NCT01075282,b1,age10,-0.107,0.084,hba1c,NCT01075282,baseline
54,NCT01075282,b1,arm_f_2_uaa10533,-0.278,0.674,hba1c,NCT01075282,baseline
54,NCT01075282,b1,arm_f_2_uaa10535,-1.813,0.668,hba1c,NCT01075282,baseline
54,NCT01075282,b1,sex:age10,-0.022,0.121,hba1c,NCT01075282,baseline
54,NCT01075282,b1,sex:arm_f_2_uaa10533,-0.952,0.987,hba1c,NCT01075282,baseline
54,NCT01075282,b1,sex:arm_f_2_uaa10535,0.542,0.957,hba1c,NCT01075282,baseline
54,NCT01075282,b1,age10:arm_f_2_uaa10533,-0.007,0.118,hba1c,NCT01075282,baseline
54,NCT01075282,b1,age10:arm_f_2_uaa10535,0.22,0.118,hba1c,NCT01075282,baseline
54,NCT01075282,b1,sex:age10:arm_f_2_uaa10533,0.163,0.172,hba1c,NCT01075282,baseline
54,NCT01075282,b1,sex:age10:arm_f_2_uaa10535,-0.074,0.167,hba1c,NCT01075282,baseline
54,NCT01191268,b1,(Intercept),9.122,0.614,hba1c,NCT01191268,baseline
54,NCT01191268,b1,sex,-0.252,0.822,hba1c,NCT01191268,baseline
54,NCT01191268,b1,age10,-0.098,0.102,hba1c,NCT01191268,baseline
54,NCT01191268,b1,arm_f_2_uaa10666,-0.668,0.856,hba1c,NCT01191268,baseline
54,NCT01191268,b1,arm_f_2_uaa10668,-0.113,0.878,hba1c,NCT01191268,baseline
54,NCT01191268,b1,sex:age10,0.037,0.136,hba1c,NCT01191268,baseline
54,NCT01191268,b1,sex:arm_f_2_uaa10666,0.911,1.164,hba1c,NCT01191268,baseline
54,NCT01191268,b1,sex:arm_f_2_uaa10668,0.945,1.144,hba1c,NCT01191268,baseline
54,NCT01191268,b1,age10:arm_f_2_uaa10666,0.093,0.143,hba1c,NCT01191268,baseline
54,NCT01191268,b1,age10:arm_f_2_uaa10668,0.004,0.148,hba1c,NCT01191268,baseline
54,NCT01191268,b1,sex:age10:arm_f_2_uaa10666,-0.161,0.193,hba1c,NCT01191268,baseline
54,NCT01191268,b1,sex:age10:arm_f_2_uaa10668,-0.157,0.191,hba1c,NCT01191268,baseline
54,NCT01621178,b1,(Intercept),8.026,0.732,hba1c,NCT01621178,baseline
54,NCT01621178,b1,sex,0.023,1.096,hba1c,NCT01621178,baseline
54,NCT01621178,b1,age10,0.099,0.114,hba1c,NCT01621178,baseline
54,NCT01621178,b1,arm_f_2_uaa10825,1.382,1.071,hba1c,NCT01621178,baseline
54,NCT01621178,b1,arm_f_2_uaa10826,1.101,1.059,hba1c,NCT01621178,baseline
54,NCT01621178,b1,sex:age10,-0.042,0.169,hba1c,NCT01621178,baseline
54,NCT01621178,b1,sex:arm_f_2_uaa10825,-1.344,1.537,hba1c,NCT01621178,baseline
54,NCT01621178,b1,sex:arm_f_2_uaa10826,0.649,1.516,hba1c,NCT01621178,baseline
54,NCT01621178,b1,age10:arm_f_2_uaa10825,-0.208,0.166,hba1c,NCT01621178,baseline
54,NCT01621178,b1,age10:arm_f_2_uaa10826,-0.178,0.163,hba1c,NCT01621178,baseline
54,NCT01621178,b1,sex:age10:arm_f_2_uaa10825,0.21,0.236,hba1c,NCT01621178,baseline
54,NCT01621178,b1,sex:age10:arm_f_2_uaa10826,-0.07,0.233,hba1c,NCT01621178,baseline
54,NCT00641043,f1,(Intercept),2.423,0.527,hba1c,NCT00641043,locf
54,NCT00641043,f1,value_1,0.616,0.06,hba1c,NCT00641043,locf
54,NCT00641043,f1,arm_f_2_uaa10253,-0.41,0.105,hba1c,NCT00641043,locf
54,NCT00621140,f1,(Intercept),3.519,0.372,hba1c,NCT00621140,locf
54,NCT00621140,f1,value_1,0.557,0.046,hba1c,NCT00621140,locf
54,NCT00621140,f1,arm_f_2_uaa10243,-0.505,0.085,hba1c,NCT00621140,locf
54,NCT00601250,f1,(Intercept),3.094,0.284,hba1c,NCT00601250,locf
54,NCT00601250,f1,value_1,0.606,0.035,hba1c,NCT00601250,locf
54,NCT00601250,f1,arm_f_2_uaa10222,-0.502,0.069,hba1c,NCT00601250,locf
54,NCT00602472,f1,(Intercept),2.964,0.248,hba1c,NCT00602472,locf
54,NCT00602472,f1,value_1,0.617,0.03,hba1c,NCT00602472,locf
54,NCT00602472,f1,arm_f_2_uaa10225,-0.553,0.056,hba1c,NCT00602472,locf
54,NCT00622284,f1,(Intercept),1.709,0.149,hba1c,NCT00622284,locf
54,NCT00622284,f1,value_1,0.719,0.019,hba1c,NCT00622284,locf
54,NCT00622284,f1,arm_f_2_uaa10247,0.08,0.034,hba1c,NCT00622284,locf
54,NCT00654381,f1,(Intercept),-0.175,0.4,hba1c,NCT00654381,locf
54,NCT00654381,f1,value_1,1.066,0.049,hba1c,NCT00654381,locf
54,NCT00654381,f1,arm_f_2_uaa10263,-0.838,0.109,hba1c,NCT00654381,locf
54,NCT00654381,f1,arm_f_2_uaa10264,-0.846,0.109,hba1c,NCT00654381,locf
54,NCT00654381,f1,arm_f_2_uaa10267,-0.43,0.108,hba1c,NCT00654381,locf
54,NCT00954447,f1,(Intercept),2.347,0.224,hba1c,NCT00954447,locf
54,NCT00954447,f1,value_1,0.715,0.027,hba1c,NCT00954447,locf
54,NCT00954447,f1,arm_f_2_uaa10443,-0.542,0.045,hba1c,NCT00954447,locf
54,NCT00798161,f1,(Intercept),3.308,0.325,hba1c,NCT00798161,locf
54,NCT00798161,f1,value_1,0.577,0.035,hba1c,NCT00798161,locf
54,NCT00798161,f1,arm_f_2_uaa10361,-0.129,0.136,hba1c,NCT00798161,locf
54,NCT00798161,f1,arm_f_2_uaa10362,-1.192,0.135,hba1c,NCT00798161,locf
54,NCT00798161,f1,arm_f_2_uaa10363,-0.821,0.136,hba1c,NCT00798161,locf
54,NCT00798161,f1,arm_f_2_uaa10364,-0.742,0.135,hba1c,NCT00798161,locf
54,NCT00798161,f1,arm_f_2_uaa10365,-0.3,0.135,hba1c,NCT00798161,locf
54,NCT00915772,f1,(Intercept),2.336,0.247,hba1c,NCT00915772,locf
54,NCT00915772,f1,value_1,0.682,0.032,hba1c,NCT00915772,locf
54,NCT00915772,f1,arm_f_2_uaa10431,-0.1,0.081,hba1c,NCT00915772,locf
54,NCT00915772,f1,arm_f_2_uaa10432,-0.175,0.086,hba1c,NCT00915772,locf
54,NCT01438814,f1,(Intercept),2.55,0.28,hba1c,NCT01438814,locf
54,NCT01438814,f1,value_1,0.559,0.035,hba1c,NCT01438814,locf
54,NCT01438814,f1,arm_f_2_uaa10774,-0.009,0.061,hba1c,NCT01438814,locf
54,NCT01215097,f1,(Intercept),2.262,0.415,hba1c,NCT01215097,locf
54,NCT01215097,f1,value_1,0.694,0.051,hba1c,NCT01215097,locf
54,NCT01215097,f1,arm_f_2_uaa10696,-0.509,0.089,hba1c,NCT01215097,locf
54,NCT01214239,f1,(Intercept),2.83,0.457,hba1c,NCT01214239,locf
54,NCT01214239,f1,value_1,0.598,0.055,hba1c,NCT01214239,locf
54,NCT01214239,f1,arm_f_2_uaa10693,-0.443,0.106,hba1c,NCT01214239,locf
54,NCT01204294,f1,(Intercept),2.465,0.265,hba1c,NCT01204294,locf
54,NCT01204294,f1,value_1,0.592,0.032,hba1c,NCT01204294,locf
54,NCT01204294,f1,arm_f_2_uaa10681,-0.171,0.1,hba1c,NCT01204294,locf
54,NCT01204294,f1,arm_f_2_uaa10682,0.062,0.106,hba1c,NCT01204294,locf
54,NCT01204294,f1,arm_f_2_uaa10683,-0.079,0.101,hba1c,NCT01204294,locf
54,NCT01204294,f1,arm_f_2_uaa10684,0.118,0.091,hba1c,NCT01204294,locf
54,NCT01204294,f1,arm_f_2_uaa10685,-0.018,0.103,hba1c,NCT01204294,locf
54,NCT01204294,f1,arm_f_2_uaa10686,-0.245,0.108,hba1c,NCT01204294,locf
54,NCT01792518,f1,(Intercept),2.539,0.395,hba1c,NCT01792518,locf
54,NCT01792518,f1,value_1,0.675,0.049,hba1c,NCT01792518,locf
54,NCT01792518,f1,arm_f_2_uaa10927,-0.532,0.086,hba1c,NCT01792518,locf
54,NCT01210001,f1,(Intercept),3.598,0.358,hba1c,NCT01210001,locf
54,NCT01210001,f1,value_1,0.538,0.043,hba1c,NCT01210001,locf
54,NCT01210001,f1,arm_f_2_uaa10689,-0.486,0.093,hba1c,NCT01210001,locf
54,NCT01210001,f1,arm_f_2_uaa10690,-0.541,0.093,hba1c,NCT01210001,locf
54,NCT01177813,f1,(Intercept),3.356,0.249,hba1c,NCT01177813,locf
54,NCT01177813,f1,value_1,0.559,0.031,hba1c,NCT01177813,locf
54,NCT01177813,f1,arm_f_2_uaa10644,-0.558,0.072,hba1c,NCT01177813,locf
54,NCT01177813,f1,arm_f_2_uaa10645,-0.632,0.072,hba1c,NCT01177813,locf
54,NCT01177813,f1,arm_f_2_uaa10647,-0.557,0.072,hba1c,NCT01177813,locf
54,NCT01159600,f1,(Intercept),3.437,0.188,hba1c,NCT01159600,locf
54,NCT01159600,f1,value_1,0.541,0.023,hba1c,NCT01159600,locf
54,NCT01159600,f1,arm_f_2_uaa10627,-0.522,0.047,hba1c,NCT01159600,locf
54,NCT01159600,f1,arm_f_2_uaa10628,-0.535,0.048,hba1c,NCT01159600,locf
54,NCT01167881,f1,(Intercept),1.885,0.193,hba1c,NCT01167881,locf
54,NCT01167881,f1,value_1,0.718,0.024,hba1c,NCT01167881,locf
54,NCT01167881,f1,arm_f_2_uaa10635,-0.146,0.04,hba1c,NCT01167881,locf
54,NCT01164501,f1,(Intercept),1.865,0.269,hba1c,NCT01164501,locf
54,NCT01164501,f1,value_1,0.769,0.033,hba1c,NCT01164501,locf
54,NCT01164501,f1,arm_f_2_uaa10631,-0.416,0.084,hba1c,NCT01164501,locf
54,NCT01164501,f1,arm_f_2_uaa10632,-0.329,0.058,hba1c,NCT01164501,locf
54,NCT01370005,f1,(Intercept),2.36,0.228,hba1c,NCT01370005,locf
54,NCT01370005,f1,value_1,0.703,0.029,hba1c,NCT01370005,locf
54,NCT01370005,f1,arm_f_2_uaa10737,-0.627,0.052,hba1c,NCT01370005,locf
54,NCT01370005,f1,arm_f_2_uaa10738,-0.628,0.052,hba1c,NCT01370005,locf
54,NCT01306214,f1,(Intercept),2.31,0.369,hba1c,NCT01306214,locf
54,NCT01306214,f1,value_1,0.667,0.044,hba1c,NCT01306214,locf
54,NCT01306214,f1,arm_f_2_uaa10725,-0.28,0.078,hba1c,NCT01306214,locf
54,NCT01306214,f1,arm_f_2_uaa10726,-0.405,0.078,hba1c,NCT01306214,locf
54,NCT01368081,f1,(Intercept),2.622,0.186,hba1c,NCT01368081,locf
54,NCT01368081,f1,value_1,0.558,0.023,hba1c,NCT01368081,locf
54,NCT01368081,f1,arm_f_2_uaa10734,-0.019,0.036,hba1c,NCT01368081,locf
54,NCT01422876,f1,(Intercept),2.321,0.199,hba1c,NCT01422876,locf
54,NCT01422876,f1,value_1,0.637,0.024,hba1c,NCT01422876,locf
54,NCT01422876,f1,arm_f_2_uaa10768,0.006,0.069,hba1c,NCT01422876,locf
54,NCT01422876,f1,arm_f_2_uaa10769,-0.119,0.069,hba1c,NCT01422876,locf
54,NCT01422876,f1,arm_f_2_uaa10770,-0.387,0.069,hba1c,NCT01422876,locf
54,NCT01422876,f1,arm_f_2_uaa10771,-0.329,0.069,hba1c,NCT01422876,locf
54,NCT01708902,f1,(Intercept),3.422,0.339,hba1c,NCT01708902,locf
54,NCT01708902,f1,value_1,0.418,0.038,hba1c,NCT01708902,locf
54,NCT01708902,f1,arm_f_2_uaa10873,0.359,0.118,hba1c,NCT01708902,locf
54,NCT01708902,f1,arm_f_2_uaa10874,-0.594,0.118,hba1c,NCT01708902,locf
54,NCT01708902,f1,arm_f_2_uaa10875,-0.462,0.118,hba1c,NCT01708902,locf
54,NCT01708902,f1,arm_f_2_uaa10876,-0.321,0.119,hba1c,NCT01708902,locf
54,NCT01064687,f1,(Intercept),3.923,0.187,hba1c,NCT01064687,locf
54,NCT01064687,f1,value_1,0.442,0.021,hba1c,NCT01064687,locf
54,NCT01064687,f1,arm_f_2_uaa10527,-0.677,0.09,hba1c,NCT01064687,locf
54,NCT01064687,f1,arm_f_2_uaa10529,-0.891,0.09,hba1c,NCT01064687,locf
54,NCT01064687,f1,arm_f_2_uaa10530,-0.397,0.09,hba1c,NCT01064687,locf
54,NCT01126580,f1,(Intercept),2.434,0.277,hba1c,NCT01126580,locf
54,NCT01126580,f1,value_1,0.614,0.036,hba1c,NCT01126580,locf
54,NCT01126580,f1,arm_f_2_uaa10593,-0.079,0.074,hba1c,NCT01126580,locf
54,NCT01126580,f1,arm_f_2_uaa10595,-0.157,0.074,hba1c,NCT01126580,locf
54,NCT01624259,f1,(Intercept),2.598,0.354,hba1c,NCT01624259,locf
54,NCT01624259,f1,value_1,0.511,0.044,hba1c,NCT01624259,locf
54,NCT01624259,f1,arm_f_2_uaa10830,0.058,0.069,hba1c,NCT01624259,locf
54,NCT01769378,f1,(Intercept),2.349,0.709,hba1c,NCT01769378,locf
54,NCT01769378,f1,value_1,0.691,0.083,hba1c,NCT01769378,locf
54,NCT01769378,f1,arm_f_2_uaa10919,-1.045,0.148,hba1c,NCT01769378,locf
54,NCT02152371,f1,(Intercept),2.902,0.53,hba1c,NCT02152371,locf
54,NCT02152371,f1,value_1,0.551,0.063,hba1c,NCT02152371,locf
54,NCT02152371,f1,arm_f_2_uaa11060,-0.807,0.107,hba1c,NCT02152371,locf
54,NCT02597049,f1,(Intercept),2.264,0.4,hba1c,NCT02597049,locf
54,NCT02597049,f1,value_1,0.674,0.051,hba1c,NCT02597049,locf
54,NCT02597049,f1,arm_f_2_uaa11175,-0.455,0.087,hba1c,NCT02597049,locf
54,NCT02597049,f1,arm_f_2_uaa11176,-0.569,0.088,hba1c,NCT02597049,locf
54,NCT01606007,f1,(Intercept),4.926,0.462,hba1c,NCT01606007,locf
54,NCT01606007,f1,value_1,0.336,0.048,hba1c,NCT01606007,locf
54,NCT01606007,f1,arm_f_2_uaa10812,-0.265,0.125,hba1c,NCT01606007,locf
54,NCT01606007,f1,arm_f_2_uaa10813,-0.625,0.124,hba1c,NCT01606007,locf
54,NCT02284893,f1,(Intercept),3.044,0.55,hba1c,NCT02284893,locf
54,NCT02284893,f1,value_1,0.532,0.061,hba1c,NCT02284893,locf
54,NCT02284893,f1,arm_f_2_uaa11104,-0.274,0.105,hba1c,NCT02284893,locf
54,NCT02681094,f1,(Intercept),4.225,0.274,hba1c,NCT02681094,locf
54,NCT02681094,f1,value_1,0.407,0.032,hba1c,NCT02681094,locf
54,NCT02681094,f1,arm_f_2_uaa11197,0.04,0.077,hba1c,NCT02681094,locf
54,NCT02681094,f1,arm_f_2_uaa11198,-0.342,0.077,hba1c,NCT02681094,locf
54,NCT02471404,f1,(Intercept),5.421,0.356,hba1c,NCT02471404,locf
54,NCT02471404,f1,value_1,0.255,0.05,hba1c,NCT02471404,locf
54,NCT02471404,f1,arm_f_2_uaa11141,0.161,0.064,hba1c,NCT02471404,locf
54,NCT02471404,f1,arm_f_2_uaa11142,-0.171,0.064,hba1c,NCT02471404,locf
54,NCT01217892,f1,(Intercept),4.122,0.337,hba1c,NCT01217892,locf
54,NCT01217892,f1,value_1,0.431,0.041,hba1c,NCT01217892,locf
54,NCT01217892,f1,arm_f_2_uaa10699,-0.329,0.095,hba1c,NCT01217892,locf
54,NCT01217892,f1,arm_f_2_uaa10700,-0.258,0.094,hba1c,NCT01217892,locf
54,NCT01217892,f1,arm_f_2_uaa10701,-0.349,0.095,hba1c,NCT01217892,locf
54,NCT00707993,f1,(Intercept),1.509,0.299,hba1c,NCT00707993,locf
54,NCT00707993,f1,value_1,0.773,0.04,hba1c,NCT00707993,locf
54,NCT00707993,f1,arm_f_2_uaa10320,-0.071,0.054,hba1c,NCT00707993,locf
54,NCT00856284,f1,(Intercept),1.486,0.157,hba1c,NCT00856284,locf
54,NCT00856284,f1,value_1,0.764,0.021,hba1c,NCT00856284,locf
54,NCT00856284,f1,arm_f_2_uaa10403,-0.068,0.03,hba1c,NCT00856284,locf
54,NCT00856284,f1,arm_f_2_uaa10404,-0.104,0.03,hba1c,NCT00856284,locf
54,NCT01289119,f1,(Intercept),1.939,0.29,hba1c,NCT01289119,locf
54,NCT01289119,f1,value_1,0.717,0.036,hba1c,NCT01289119,locf
54,NCT01289119,f1,arm_f_2_uaa10711,-0.551,0.059,hba1c,NCT01289119,locf
54,NCT00968708,f1,(Intercept),1.49,0.104,hba1c,NCT00968708,locf
54,NCT00968708,f1,value_1,0.82,0.013,hba1c,NCT00968708,locf
54,NCT00968708,f1,arm_f_2_uaa10453,-0.145,0.028,hba1c,NCT00968708,locf
54,NCT00286429,f1,(Intercept),1.493,0.384,hba1c,NCT00286429,locf
54,NCT00286429,f1,value_1,0.826,0.04,hba1c,NCT00286429,locf
54,NCT00286429,f1,arm_f_2_uaa10053,-0.506,0.109,hba1c,NCT00286429,locf
