trials,nct_id,nct_id2,models,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,outcome,outcome_method
41,NCT01106651,NCT01106651,f5,0.4,0.4,0.7,164,0,3,-703.1,1416,1439,307.8,691,695,hba1c,bocf
41,NCT01106677,NCT01106677,f5,0.4,0.4,0.8,178.6,0,4,-1432,2875,2906,720.8,1248,1253,hba1c,bocf
41,NCT01106690,NCT01106690,f5,0.4,0.4,0.7,72.4,0,3,-343.8,697.6,716.7,151.3,334,338,hba1c,bocf
41,NCT01137812,NCT01137812,f5,0.4,0.4,0.8,222.9,0,2,-914.9,1838,1856,517.7,733,736,hba1c,bocf
41,NCT01381900,NCT01381900,f5,0.4,0.4,0.7,141.4,0,3,-744.5,1499,1521,367.5,658,662,hba1c,bocf
41,NCT01809327,NCT01809327,f5,0.2,0.2,1.2,68.1,0,5,-1832,3678,3713,1611,1150,1156,hba1c,bocf
41,NCT01989754,NCT01989754,f5,0.2,0.2,1.1,815.1,0,2,-8437,16880,16910,6539,5654,5657,hba1c,bocf
41,NCT02025907,NCT02025907,f5,0.3,0.3,0.9,52.3,0,2,-270,548,561.2,168.5,201,204,hba1c,bocf
41,NCT02065791,NCT02065791,f5,0.2,0.2,1.3,552.2,0,2,-7042,14090,14120,7337,4123,4126,hba1c,bocf
41,NCT00819091,NCT00819091,f5,0.4,0.3,0.8,63.6,0,2,-286.8,581.5,595.4,155.1,235,238,hba1c,bocf
41,NCT00800683,NCT00800683,f5,0.7,0.7,0.7,122.4,0,2,-132.4,272.8,284.3,58.4,127,130,hba1c,bocf
41,NCT00740051,NCT00740051,f5,0.1,0.1,0.9,18,0,2,-303,614,627.7,191.9,224,227,hba1c,bocf
41,NCT00996658,NCT00996658,f5,0.3,0.3,0.9,51.3,0,2,-363.8,735.6,750,231.1,269,272,hba1c,bocf
41,NCT01084005,NCT01084005,f5,0.4,0.4,0.6,82.5,0,2,-212.9,433.7,447.6,82.5,238,241,hba1c,bocf
41,NCT01087502,NCT01087502,f5,0.6,0.6,0.6,198,0,2,-228.3,464.5,478.3,96,232,235,hba1c,bocf
41,NCT01194830,NCT01194830,f5,0.3,0.3,1.1,42.1,0,2,-327.7,663.4,676.9,262.9,213,216,hba1c,bocf
41,NCT02182830,NCT02182830,f5,0.5,0.4,0.9,66.9,0,2,-210.1,428.2,440.6,124.5,161,164,hba1c,bocf
41,NCT02453555,NCT02453555,f5,0.2,0.2,0.6,44.4,0,2,-263.9,535.8,550.2,109.7,272,275,hba1c,bocf
41,NCT00763451,NCT00763451,f5,0.2,0.2,0.8,45.6,0,3,-587.4,1185,1206,328.8,472,476,hba1c,bocf
41,NCT00976937,NCT00976937,f5,0.3,0.3,1,83.3,0,2,-428.5,865.1,880.1,281.8,311,314,hba1c,bocf
41,NCT00866658,NCT00866658,f5,0.4,0.3,0.9,82.4,0,2,-405.5,819,833.9,251,305,308,hba1c,bocf
41,NCT01169779,NCT01169779,f5,0.4,0.4,0.8,105,0,2,-453.6,915.2,931,239.5,380,383,hba1c,bocf
41,NCT01632163,NCT01632163,f5,0.4,0.4,0.7,75.7,0,2,-278.6,565.2,579.3,136,247,250,hba1c,bocf
41,NCT01798706,NCT01798706,f5,0.3,0.3,0.8,85.2,0,2,-394.5,797,812.1,215.6,322,325,hba1c,bocf
41,NCT00712673,NCT00712673,f5,0.2,0.2,0.9,68.6,0,3,-890.4,1791,1813,561,665,669,hba1c,bocf
41,NCT00713830,NCT00713830,f5,0.3,0.3,0.9,170.6,0,2,-1092,2193,2212,657.7,841,844,hba1c,bocf
41,NCT00715624,NCT00715624,f5,0.3,0.3,1,87,0,2,-684.3,1377,1393,477.2,482,485,hba1c,bocf
41,NCT00763815,NCT00763815,f5,0.1,0.1,0.8,36.5,0,2,-578.8,1166,1182,319.1,471,474,hba1c,bocf
41,NCT00688701,NCT00688701,f5,0.5,0.5,0.9,103.9,0,3,-433.5,876.9,896.1,249.3,341,345,hba1c,bocf
41,NCT00707031,NCT00707031,f5,0.3,0.3,0.8,135.3,0,2,-782.7,1573,1591,445.7,624,627,hba1c,bocf
41,NCT01648582,NCT01648582,f5,0.3,0.3,1,104.5,0,3,-1098,2207,2230,774.4,770,774,hba1c,bocf
41,NCT01558271,NCT01558271,f5,0.4,0.4,0.8,125.3,0,3,-579.6,1169,1190,304,488,492,hba1c,bocf
41,NCT02750410,NCT02750410,f5,0.2,0.2,0.8,22.9,0,2,-179.8,367.7,380,89.4,156,159,hba1c,bocf
41,NCT01768559,NCT01768559,f5,0.1,0.1,0.7,62.9,0,2,-968.3,1945,1964,457.3,890,893,hba1c,bocf
41,NCT00975286,NCT00975286,f5,0.4,0.4,0.6,152.6,0,2,-367.3,742.5,758.9,137.4,434,437,hba1c,bocf
41,NCT01632007,NCT01632007,f5,0.6,0.6,0.6,146.6,0,3,-222,454.1,471.6,87.9,241,245,hba1c,bocf
41,NCT01619059,NCT01619059,f5,0.5,0.5,0.7,140.2,0,2,-328.1,664.1,679,154.7,300,303,hba1c,bocf
41,NCT00968812,NCT00968812,f6,0.3,0.3,0.8,86.2,0,6,-1620,3256,3298,816.2,1410,1417,hba1c,bocf
41,NCT01032629,NCT01032629,f6,0.3,0.3,1,266.2,0,6,-6058,12130,12180,4440,4174,4181,hba1c,bocf
41,NCT01106625,NCT01106625,f6,0.3,0.3,0.9,34.6,0,6,-565.3,1147,1180,322.9,445,452,hba1c,bocf
41,NCT01081834,NCT01081834,f6,0.5,0.5,0.8,85.3,0,6,-684.3,1385,1419,367.4,564,571,hba1c,bocf
41,NCT01106651,NCT01106651,f6,0.4,0.4,0.7,82.9,0,6,-700.9,1418,1454,305.8,688,695,hba1c,bocf
41,NCT01106677,NCT01106677,f6,0.4,0.4,0.8,90.8,0,8,-1427,2874,2925,715.6,1244,1253,hba1c,bocf
41,NCT01106690,NCT01106690,f6,0.4,0.4,0.7,37.9,0,6,-340.1,696.2,726.8,148,331,338,hba1c,bocf
41,NCT01137812,NCT01137812,f6,0.4,0.4,0.8,114.3,0,4,-911,1834,1862,512.3,731,736,hba1c,bocf
41,NCT01381900,NCT01381900,f6,0.4,0.4,0.7,70.7,0,6,-744,1504,1540,366.9,655,662,hba1c,bocf
41,NCT01809327,NCT01809327,f6,0.2,0.2,1.2,34.6,0,10,-1829,3682,3743,1603,1145,1156,hba1c,bocf
41,NCT01989754,NCT01989754,f6,0.2,0.2,1.1,421.5,0,4,-8415,16840,16880,6489,5652,5657,hba1c,bocf
41,NCT02025907,NCT02025907,f6,0.3,0.3,0.9,26.4,0,4,-269.3,550.6,570.5,167.4,199,204,hba1c,bocf
41,NCT02065791,NCT02065791,f6,0.2,0.2,1.3,285,0,4,-7028,14070,14110,7286,4121,4126,hba1c,bocf
41,NCT00819091,NCT00819091,f6,0.4,0.3,0.8,31.8,0,4,-286.4,584.9,605.7,154.7,233,238,hba1c,bocf
41,NCT00800683,NCT00800683,f6,0.7,0.7,0.7,61.1,0,4,-131.8,275.6,292.8,57.8,125,130,hba1c,bocf
41,NCT00740051,NCT00740051,f6,0.1,0.1,0.9,9.2,0,4,-302.5,617.1,637.6,191.1,222,227,hba1c,bocf
41,NCT00996658,NCT00996658,f6,0.3,0.3,0.9,25.6,0,4,-363.5,739,760.6,230.6,267,272,hba1c,bocf
41,NCT01084005,NCT01084005,f6,0.4,0.4,0.6,40.3,0,4,-211.5,435,455.9,82.2,234,239,hba1c,bocf
41,NCT01087502,NCT01087502,f6,0.6,0.6,0.6,98.7,0,4,-227.8,467.6,488.4,95.6,230,235,hba1c,bocf
41,NCT01194830,NCT01194830,f6,0.3,0.3,1.1,21.5,0,4,-326.8,665.5,685.8,260.6,211,216,hba1c,bocf
41,NCT02182830,NCT02182830,f6,0.5,0.4,0.9,33.3,0,4,-209.8,431.5,450.1,124,159,164,hba1c,bocf
41,NCT02453555,NCT02453555,f6,0.3,0.2,0.6,23.1,0,4,-262.1,536.3,558,108.3,270,275,hba1c,bocf
41,NCT00763451,NCT00763451,f6,0.2,0.2,0.8,23.4,0,6,-585.6,1187,1221,326.4,469,476,hba1c,bocf
41,NCT00976937,NCT00976937,f6,0.3,0.3,1,41.4,0,4,-428.5,869.1,891.6,281.8,309,314,hba1c,bocf
41,NCT00866658,NCT00866658,f6,0.4,0.4,0.9,43,0,4,-402.7,817.5,839.8,246.5,303,308,hba1c,bocf
41,NCT01169779,NCT01169779,f6,0.4,0.4,0.8,52.8,0,4,-452.8,917.6,941.3,238.6,378,383,hba1c,bocf
41,NCT01632163,NCT01632163,f6,0.4,0.4,0.7,37.7,0,4,-278.4,568.7,589.9,135.7,245,250,hba1c,bocf
41,NCT01798706,NCT01798706,f6,0.4,0.3,0.8,43.3,0,4,-393.2,798.3,821,213.9,320,325,hba1c,bocf
41,NCT00712673,NCT00712673,f6,0.2,0.2,0.9,34.9,0,6,-888.7,1793,1830,558.2,662,669,hba1c,bocf
41,NCT00713830,NCT00713830,f6,0.3,0.3,0.9,88.8,0,4,-1087,2186,2215,649.7,839,844,hba1c,bocf
41,NCT00715624,NCT00715624,f6,0.3,0.3,1,47.2,0,4,-678.6,1369,1394,466.1,480,485,hba1c,bocf
41,NCT00763815,NCT00763815,f6,0.1,0.1,0.8,18.8,0,4,-577.6,1167,1192,317.5,469,474,hba1c,bocf
41,NCT00688701,NCT00688701,f6,0.5,0.5,0.9,51.9,0,6,-432.9,881.8,912.5,248.4,338,345,hba1c,bocf
41,NCT00707031,NCT00707031,f6,0.3,0.3,0.8,68.8,0,4,-777.2,1566,1593,439,621,626,hba1c,bocf
41,NCT01648582,NCT01648582,f6,0.3,0.3,1,52.5,0,6,-1098,2211,2248,772.5,767,774,hba1c,bocf
41,NCT01558271,NCT01558271,f6,0.4,0.4,0.8,64.8,0,6,-575.3,1167,1200,298.6,485,492,hba1c,bocf
41,NCT02750410,NCT02750410,f6,0.2,0.2,0.8,11.4,0,4,-179.6,371.2,389.6,89.2,154,159,hba1c,bocf
41,NCT01768559,NCT01768559,f6,0.1,0.1,0.7,32,0,4,-967.2,1946,1975,456.2,888,893,hba1c,bocf
41,NCT00975286,NCT00975286,f6,0.4,0.4,0.6,76.3,0,4,-366.8,745.6,770,137.1,432,437,hba1c,bocf
41,NCT01632007,NCT01632007,f6,0.6,0.6,0.6,72.8,0,6,-221.6,459.3,487.3,87.6,238,245,hba1c,bocf
41,NCT01619059,NCT01619059,f6,0.5,0.5,0.7,69.6,0,4,-328,668.1,690.3,154.6,298,303,hba1c,bocf
41,NCT00968812,NCT00968812,f7,0.3,0.3,0.8,85.2,0,6,-1622,3260,3302,818.7,1410,1417,hba1c,bocf
41,NCT01032629,NCT01032629,f7,0.3,0.3,1,262.7,0,6,-6066,12150,12200,4457,4174,4181,hba1c,bocf
41,NCT01106625,NCT01106625,f7,0.3,0.3,0.9,34.8,0,6,-564.9,1146,1179,322.3,445,452,hba1c,bocf
41,NCT01081834,NCT01081834,f7,0.5,0.5,0.8,84.9,0,6,-685,1386,1421,368.3,564,571,hba1c,bocf
41,NCT01106651,NCT01106651,f7,0.4,0.4,0.7,82.4,0,6,-701.8,1420,1456,306.6,688,695,hba1c,bocf
41,NCT01106677,NCT01106677,f7,0.4,0.4,0.8,89.2,0,8,-1431,2882,2933,720.2,1244,1253,hba1c,bocf
41,NCT01106690,NCT01106690,f7,0.4,0.4,0.7,36.4,0,6,-342.8,701.6,732.2,150.4,331,338,hba1c,bocf
41,NCT01137812,NCT01137812,f7,0.4,0.4,0.8,111.8,0,4,-914.1,1840,1868,516.6,731,736,hba1c,bocf
41,NCT01381900,NCT01381900,f7,0.4,0.4,0.7,71.6,0,6,-742.2,1500,1536,365,655,662,hba1c,bocf
41,NCT01809327,NCT01809327,f7,0.2,0.2,1.2,34.4,0,10,-1830,3684,3744,1605,1145,1156,hba1c,bocf
41,NCT01989754,NCT01989754,f7,0.2,0.2,1.1,410.9,0,4,-8431,16870,16910,6526,5652,5657,hba1c,bocf
41,NCT02025907,NCT02025907,f7,0.3,0.3,0.9,26.1,0,4,-269.7,551.4,571.3,168.1,199,204,hba1c,bocf
41,NCT02065791,NCT02065791,f7,0.2,0.2,1.3,278,0,4,-7039,14090,14130,7325,4121,4126,hba1c,bocf
41,NCT00819091,NCT00819091,f7,0.4,0.3,0.8,32.5,0,4,-285.5,582.9,603.7,153.4,233,238,hba1c,bocf
41,NCT00800683,NCT00800683,f7,0.7,0.6,0.7,60.8,0,4,-132,276,293.2,58,125,130,hba1c,bocf
41,NCT00740051,NCT00740051,f7,0.1,0.1,0.9,9,0,4,-302.8,617.6,638.2,191.5,222,227,hba1c,bocf
41,NCT00996658,NCT00996658,f7,0.3,0.3,0.9,26.7,0,4,-361.9,735.9,757.5,228,267,272,hba1c,bocf
41,NCT01084005,NCT01084005,f7,0.4,0.4,0.6,41.9,0,4,-211.7,435.4,456.3,81.8,236,241,hba1c,bocf
41,NCT01087502,NCT01087502,f7,0.6,0.6,0.6,101.5,0,4,-225.7,463.5,484.2,94,230,235,hba1c,bocf
41,NCT01194830,NCT01194830,f7,0.3,0.3,1.1,23.1,0,4,-324.4,660.7,681,254.9,211,216,hba1c,bocf
41,NCT02182830,NCT02182830,f7,0.5,0.4,0.9,33.1,0,4,-210,432.1,450.7,124.4,159,164,hba1c,bocf
41,NCT02453555,NCT02453555,f7,0.2,0.2,0.6,22.1,0,4,-263.8,539.6,561.3,109.7,270,275,hba1c,bocf
41,NCT00763451,NCT00763451,f7,0.2,0.2,0.8,23.3,0,6,-585.7,1187,1221,326.6,469,476,hba1c,bocf
41,NCT00976937,NCT00976937,f7,0.4,0.3,0.9,42.8,0,4,-426.8,865.5,888,278.6,309,314,hba1c,bocf
41,NCT00866658,NCT00866658,f7,0.4,0.3,0.9,41.2,0,4,-405.2,822.3,844.7,250.4,303,308,hba1c,bocf
41,NCT01169779,NCT01169779,f7,0.4,0.4,0.8,56.1,0,4,-448.5,909.1,932.8,233.3,378,383,hba1c,bocf
41,NCT01632163,NCT01632163,f7,0.4,0.4,0.7,38.2,0,4,-277.7,567.5,588.6,135,245,250,hba1c,bocf
41,NCT01798706,NCT01798706,f7,0.3,0.3,0.8,42.6,0,4,-394.1,800.3,823,215.2,320,325,hba1c,bocf
41,NCT00712673,NCT00712673,f7,0.2,0.2,0.9,34.6,0,6,-889.3,1795,1831,559.2,662,669,hba1c,bocf
41,NCT00713830,NCT00713830,f7,0.3,0.3,0.9,85.8,0,4,-1091,2195,2223,656.3,839,844,hba1c,bocf
41,NCT00715624,NCT00715624,f7,0.3,0.3,1,43.4,0,4,-684.2,1380,1406,477.1,480,485,hba1c,bocf
41,NCT00763815,NCT00763815,f7,0.1,0.1,0.8,18.9,0,4,-577.5,1167,1192,317.3,469,474,hba1c,bocf
41,NCT00688701,NCT00688701,f7,0.5,0.5,0.9,52.1,0,6,-432.4,880.9,911.6,247.8,338,345,hba1c,bocf
41,NCT00707031,NCT00707031,f7,0.3,0.3,0.8,67.5,0,4,-782.7,1577,1604,445.7,622,627,hba1c,bocf
41,NCT01648582,NCT01648582,f7,0.3,0.3,1,53.1,0,6,-1096,2208,2245,769.8,767,774,hba1c,bocf
41,NCT01558271,NCT01558271,f7,0.4,0.4,0.8,63,0,6,-578.5,1173,1207,302.5,485,492,hba1c,bocf
41,NCT02750410,NCT02750410,f7,0.2,0.2,0.8,11.8,0,4,-179.1,370.2,388.6,88.6,154,159,hba1c,bocf
41,NCT01768559,NCT01768559,f7,0.1,0.1,0.7,31.9,0,4,-967.3,1947,1975,456.3,888,893,hba1c,bocf
41,NCT00975286,NCT00975286,f7,0.4,0.4,0.6,77,0,4,-366,743.9,768.4,136.6,432,437,hba1c,bocf
41,NCT01632007,NCT01632007,f7,0.6,0.6,0.6,72.6,0,6,-221.8,459.5,487.5,87.7,238,245,hba1c,bocf
41,NCT01619059,NCT01619059,f7,0.5,0.5,0.7,70,0,4,-327.7,667.3,689.6,154.3,298,303,hba1c,bocf
41,NCT00968812,NCT00968812,f8,0.3,0.3,0.8,58,0,9,-1618,3257,3315,813.8,1407,1417,hba1c,bocf
41,NCT01032629,NCT01032629,f8,0.3,0.3,1,178.3,0,9,-6055,12130,12200,4434,4171,4181,hba1c,bocf
41,NCT01106625,NCT01106625,f8,0.3,0.3,0.9,23.1,0,9,-564.8,1152,1197,322.2,442,452,hba1c,bocf
41,NCT01081834,NCT01081834,f8,0.5,0.5,0.8,56.8,0,9,-683.7,1389,1437,366.6,561,571,hba1c,bocf
41,NCT01106651,NCT01106651,f8,0.4,0.4,0.7,55.5,0,9,-699.7,1421,1471,304.7,685,695,hba1c,bocf
41,NCT01106677,NCT01106677,f8,0.4,0.4,0.8,60.5,0,12,-1426,2881,2953,715,1240,1253,hba1c,bocf
41,NCT01106690,NCT01106690,f8,0.4,0.4,0.7,25.4,0,9,-339.2,700.5,742.5,147.3,328,338,hba1c,bocf
41,NCT01137812,NCT01137812,f8,0.4,0.4,0.8,76.5,0,6,-910.1,1836,1873,511,729,736,hba1c,bocf
41,NCT01381900,NCT01381900,f8,0.4,0.4,0.7,47.7,0,9,-741.8,1506,1555,364.5,652,662,hba1c,bocf
41,NCT01809327,NCT01809327,f8,0.2,0.2,1.2,23.3,0,15,-1827,3688,3774,1597,1140,1156,hba1c,bocf
41,NCT01989754,NCT01989754,f8,0.2,0.2,1.1,283.4,0,6,-8409,16830,16890,6475,5650,5657,hba1c,bocf
41,NCT02025907,NCT02025907,f8,0.3,0.3,0.9,17.6,0,6,-268.9,553.9,580.4,166.8,197,204,hba1c,bocf
41,NCT02065791,NCT02065791,f8,0.2,0.2,1.3,191.3,0,6,-7024,14060,14120,7275,4119,4126,hba1c,bocf
41,NCT00819091,NCT00819091,f8,0.4,0.3,0.8,21.7,0,6,-285.1,586.2,614,153,231,238,hba1c,bocf
41,NCT00800683,NCT00800683,f8,0.7,0.6,0.7,40.5,0,6,-131.3,278.6,301.6,57.4,123,130,hba1c,bocf
41,NCT00740051,NCT00740051,f8,0.1,0.1,0.9,6.2,0,6,-302.3,620.6,648,190.7,220,227,hba1c,bocf
41,NCT00996658,NCT00996658,f8,0.3,0.3,0.9,17.9,0,6,-361.6,739.1,768,227.3,265,272,hba1c,bocf
41,NCT01084005,NCT01084005,f8,0.4,0.4,0.6,27.3,0,6,-210.3,436.6,464.5,81.3,232,239,hba1c,bocf
41,NCT01087502,NCT01087502,f8,0.6,0.6,0.6,67.7,0,6,-225,466.1,493.8,93.4,228,235,hba1c,bocf
41,NCT01194830,NCT01194830,f8,0.3,0.3,1.1,15.7,0,6,-323.5,662.9,689.9,252.7,209,216,hba1c,bocf
41,NCT02182830,NCT02182830,f8,0.5,0.4,0.9,22,0,6,-209.7,435.4,460.2,123.9,157,164,hba1c,bocf
41,NCT02453555,NCT02453555,f8,0.3,0.2,0.6,15.3,0,6,-262.1,540.2,569.1,108.3,268,275,hba1c,bocf
41,NCT00763451,NCT00763451,f8,0.2,0.2,0.8,16,0,9,-584,1190,1236,324.1,466,476,hba1c,bocf
41,NCT00976937,NCT00976937,f8,0.4,0.3,1,28.4,0,6,-426.7,869.3,899.3,278.4,307,314,hba1c,bocf
41,NCT00866658,NCT00866658,f8,0.4,0.4,0.9,28.6,0,6,-402.5,821,850.8,246.1,301,308,hba1c,bocf
41,NCT01169779,NCT01169779,f8,0.4,0.4,0.8,37.6,0,6,-447.8,911.5,943.1,232.4,376,383,hba1c,bocf
41,NCT01632163,NCT01632163,f8,0.4,0.4,0.7,25.5,0,6,-277.3,570.7,598.9,134.6,243,250,hba1c,bocf
41,NCT01798706,NCT01798706,f8,0.4,0.3,0.8,28.9,0,6,-392.9,801.7,832,213.5,318,325,hba1c,bocf
41,NCT00712673,NCT00712673,f8,0.2,0.2,0.9,23.4,0,9,-887.9,1798,1847,556.9,659,669,hba1c,bocf
41,NCT00713830,NCT00713830,f8,0.3,0.3,0.9,59.6,0,6,-1086,2188,2226,647.9,837,844,hba1c,bocf
41,NCT00715624,NCT00715624,f8,0.3,0.3,1,31.4,0,6,-678.5,1373,1406,466,478,485,hba1c,bocf
41,NCT00763815,NCT00763815,f8,0.1,0.1,0.8,13.1,0,6,-576.1,1168,1202,315.5,467,474,hba1c,bocf
41,NCT00688701,NCT00688701,f8,0.5,0.5,0.9,34.7,0,9,-431.8,885.6,927.8,246.8,335,345,hba1c,bocf
41,NCT00707031,NCT00707031,f8,0.3,0.3,0.8,45.8,0,6,-777.1,1570,1606,438.9,619,626,hba1c,bocf
41,NCT01648582,NCT01648582,f8,0.3,0.3,1,35.6,0,9,-1095,2212,2263,767.8,764,774,hba1c,bocf
41,NCT01558271,NCT01558271,f8,0.4,0.4,0.8,43.4,0,9,-574.2,1170,1217,297.3,482,492,hba1c,bocf
41,NCT02750410,NCT02750410,f8,0.2,0.2,0.8,7.8,0,6,-178.8,373.7,398.2,88.3,152,159,hba1c,bocf
41,NCT01768559,NCT01768559,f8,0.1,0.1,0.7,21.6,0,6,-966.3,1949,1987,455.2,886,893,hba1c,bocf
41,NCT00975286,NCT00975286,f8,0.4,0.4,0.6,51.4,0,6,-365.4,746.9,779.5,136.3,430,437,hba1c,bocf
41,NCT01632007,NCT01632007,f8,0.6,0.6,0.6,48.1,0,9,-221.3,464.6,503.1,87.3,235,245,hba1c,bocf
41,NCT01619059,NCT01619059,f8,0.5,0.5,0.7,46.4,0,6,-327.6,671.3,701,154.2,296,303,hba1c,bocf
